,var,rel.inf,,,
MINMOB_AGENCYFIRSTMTG,MINMOB_AGENCYFIRSTMTG,0,,,
MINMOB_AUTOBANK,MINMOB_AUTOBANK,0,,,
MINMOB_CONSUMERFINANCE,MINMOB_CONSUMERFINANCE,0,,,
MINMOB_HELOC,MINMOB_HELOC,0,,,
MINMOB_HOMEEQUITYLOANS,MINMOB_HOMEEQUITYLOANS,0,,,
MINMOB_MTGCREDIT,MINMOB_MTGCREDIT,0,,,
MINMOB_NONAGN,MINMOB_NONAGN,0,,,
MINMOB_STUDENTLOAN,MINMOB_STUDENTLOAN,0,,,
MINMOB_TOTALALLCREDIT,MINMOB_TOTALALLCREDIT,0,,,
MISC,MISC,0,,,
MSR,MSR,0,,,
N1819,N1819,0,,,
N2029,N2029,0,,,
N3039,N3039,0,,,
N4049,N4049,0,,,
N5059,N5059,0,,,
N6064,N6064,0,,,
N65P,N65P,0,,,
NAH19,NAH19,0,,,
NETW,NETW,0,,,
NETW30,NETW30,0,,,
NOC19,NOC19,0,,,
NPH19,NPH19,0,,,
NUM_1STMTGCREDIT,NUM_1STMTGCREDIT,0,,,
NUM_1STMTGCREDIT_60DPD,NUM_1STMTGCREDIT_60DPD,0,,,
NUM_1STMTGCREDIT_NEW,NUM_1STMTGCREDIT_NEW,0,,,
NUM_1STMTG_30TO59DPD,NUM_1STMTG_30TO59DPD,0,,,
NUM_1STMTG_60TO89DPD,NUM_1STMTG_60TO89DPD,0,,,
NUM_1STMTG_90TO119DPD,NUM_1STMTG_90TO119DPD,0,,,
NUM_1STMTG_BANKRUPTCY,NUM_1STMTG_BANKRUPTCY,0,,,
NUM_1STMTG_COLLECTIONS,NUM_1STMTG_COLLECTIONS,0,,,
NUM_1STMTG_FORECLOSURE,NUM_1STMTG_FORECLOSURE,0,,,
NUM_1STMTG_SEVEREDEROG,NUM_1STMTG_SEVEREDEROG,0,,,
NUM_AGENCY1STMORG_30TO59DPD,NUM_AGENCY1STMORG_30TO59DPD,0,,,
NUM_AGENCY1STMORG_60TO89DPD,NUM_AGENCY1STMORG_60TO89DPD,0,,,
NUM_AGENCY1STMORG_90TO119DP,NUM_AGENCY1STMORG_90TO119DP,0,,,
NUM_AGENCY1STMORG_BANKRUPTC,NUM_AGENCY1STMORG_BANKRUPTC,0,,,
NUM_AGENCY1STMORG_COLLECTIO,NUM_AGENCY1STMORG_COLLECTIO,0,,,
NUM_AGENCY1STMORG_FORECLOSU,NUM_AGENCY1STMORG_FORECLOSU,0,,,
NUM_AGENCY1STMORG_SEVEREDER,NUM_AGENCY1STMORG_SEVEREDER,0,,,
NUM_AGENCYFIRSTMTG,NUM_AGENCYFIRSTMTG,0,,,
NUM_AGENCYFIRSTMTG_60DPD,NUM_AGENCYFIRSTMTG_60DPD,0,,,
NUM_AGENCYFIRSTMTG_NEW,NUM_AGENCYFIRSTMTG_NEW,0,,,
NUM_AUTOBANK,NUM_AUTOBANK,0,,,
NUM_AUTOBANK_60DPD,NUM_AUTOBANK_60DPD,0,,,
NUM_AUTOBANK_NEW,NUM_AUTOBANK_NEW,0,,,
NUM_AUTOFINANCE_60DPD,NUM_AUTOFINANCE_60DPD,0,,,
NUM_BANKCARDCREDIT,NUM_BANKCARDCREDIT,0,,,
NUM_BANKCARDCREDIT_60DPD,NUM_BANKCARDCREDIT_60DPD,0,,,
NUM_BANKCARDCREDIT_NEW,NUM_BANKCARDCREDIT_NEW,0,,,
NUM_BANKCARD_30TO59DPD,NUM_BANKCARD_30TO59DPD,0,,,
NUM_BANKCARD_60TO89DPD,NUM_BANKCARD_60TO89DPD,0,,,
NUM_BANKCARD_90TO119DPD,NUM_BANKCARD_90TO119DPD,0,,,
NUM_BANKCARD_BANKRUPTCY,NUM_BANKCARD_BANKRUPTCY,0,,,
NUM_BANKCARD_COLLECTIONS,NUM_BANKCARD_COLLECTIONS,0,,,
NUM_BANKCARD_SEVEREDEROG,NUM_BANKCARD_SEVEREDEROG,0,,,
NUM_CONSUMERFINANCE_60DPD,NUM_CONSUMERFINANCE_60DPD,0,,,
NUM_CONSUMERFINANCE_NEW,NUM_CONSUMERFINANCE_NEW,0,,,
NUM_HELOAN_30TO59DPD,NUM_HELOAN_30TO59DPD,0,,,
NUM_HELOAN_60TO89DPD,NUM_HELOAN_60TO89DPD,0,,,
NUM_HELOAN_90TO119DPD,NUM_HELOAN_90TO119DPD,0,,,
NUM_HELOAN_BANKRUPTCY,NUM_HELOAN_BANKRUPTCY,0,,,
NUM_HELOAN_COLLECTIONS,NUM_HELOAN_COLLECTIONS,0,,,
NUM_HELOAN_FORECLOSURE,NUM_HELOAN_FORECLOSURE,0,,,
NUM_HELOAN_SEVEREDEROG,NUM_HELOAN_SEVEREDEROG,0,,,
NUM_HELOC,NUM_HELOC,0,,,
NUM_HELOC_30TO59DPD,NUM_HELOC_30TO59DPD,0,,,
NUM_HELOC_60TO89DPD,NUM_HELOC_60TO89DPD,0,,,
NUM_HELOC_90TO119DPD,NUM_HELOC_90TO119DPD,0,,,
NUM_HELOC_BANKRUPTCY,NUM_HELOC_BANKRUPTCY,0,,,
NUM_HELOC_COLLECTIONS,NUM_HELOC_COLLECTIONS,0,,,
NUM_HELOC_FORECLOSURE,NUM_HELOC_FORECLOSURE,0,,,
NUM_HELOC_NEW,NUM_HELOC_NEW,0,,,
NUM_HELOC_SEVEREDEROG,NUM_HELOC_SEVEREDEROG,0,,,
NUM_HOMEEQUITYLOANS,NUM_HOMEEQUITYLOANS,0,,,
NUM_HOMEEQUITYLOANS_60DPD,NUM_HOMEEQUITYLOANS_60DPD,0,,,
NUM_HOMEEQUITYLOANS_NEW,NUM_HOMEEQUITYLOANS_NEW,0,,,
NUM_MTGCREDIT,NUM_MTGCREDIT,0,,,
NUM_MTGCREDIT_60DPD,NUM_MTGCREDIT_60DPD,0,,,
NUM_MTG_30TO59DPD,NUM_MTG_30TO59DPD,0,,,
NUM_MTG_60TO89DPD,NUM_MTG_60TO89DPD,0,,,
NUM_MTG_90TO119DPD,NUM_MTG_90TO119DPD,0,,,
NUM_MTG_BANKRUPTCY,NUM_MTG_BANKRUPTCY,0,,,
NUM_MTG_COLLECTIONS,NUM_MTG_COLLECTIONS,0,,,
NUM_MTG_FORECLOSURE,NUM_MTG_FORECLOSURE,0,,,
NUM_MTG_SEVEREDEROG,NUM_MTG_SEVEREDEROG,0,,,
NUM_NONAGN1STMORG_30TO59DPD,NUM_NONAGN1STMORG_30TO59DPD,0,,,
NUM_NONAGN1STMORG_60TO89DPD,NUM_NONAGN1STMORG_60TO89DPD,0,,,
NUM_NONAGN1STMORG_90TO119DP,NUM_NONAGN1STMORG_90TO119DP,0,,,
NUM_NONAGN1STMORG_BANKRUPTC,NUM_NONAGN1STMORG_BANKRUPTC,0,,,
NUM_NONAGN1STMORG_COLLECTIO,NUM_NONAGN1STMORG_COLLECTIO,0,,,
NUM_NONAGN1STMORG_FORECLOSU,NUM_NONAGN1STMORG_FORECLOSU,0,,,
NUM_NONAGN1STMORG_SEVEREDER,NUM_NONAGN1STMORG_SEVEREDER,0,,,
NUM_NONAGNFIRSTMTG,NUM_NONAGNFIRSTMTG,0,,,
NUM_NONAGNFIRSTMTG_60DPD,NUM_NONAGNFIRSTMTG_60DPD,0,,,
NUM_NONAGNFIRSTMTG_NEW,NUM_NONAGNFIRSTMTG_NEW,0,,,
NUM_NONMTGCREDIT,NUM_NONMTGCREDIT,0,,,
NUM_NONMTGCREDIT_NEW,NUM_NONMTGCREDIT_NEW,0,,,
NUM_OTHERNONMTG_60DPD,NUM_OTHERNONMTG_60DPD,0,,,
NUM_OTHERNONMTG_NEW,NUM_OTHERNONMTG_NEW,0,,,
NUM_RETAILCREDIT_60DPD,NUM_RETAILCREDIT_60DPD,0,,,
NUM_RETAILCREDIT_NEW,NUM_RETAILCREDIT_NEW,0,,,
NUM_STUDENTLOAN_60DPD,NUM_STUDENTLOAN_60DPD,0,,,
NUM_STUDENTLOAN_NEW,NUM_STUDENTLOAN_NEW,0,,,
NUM_TOTALALLCREDIT,NUM_TOTALALLCREDIT,0,,,
NUM_TOTALALLCREDIT_30TO59DPD,NUM_TOTALALLCREDIT_30TO59DPD,0,,,
NUM_TOTALALLCREDIT_60DPD,NUM_TOTALALLCREDIT_60DPD,0,,,
NUM_TOTALALLCREDIT_60TO89DPD,NUM_TOTALALLCREDIT_60TO89DPD,0,,,
NUM_TOTALALLCREDIT_90TO119DPD,NUM_TOTALALLCREDIT_90TO119DPD,0,,,
NUM_TOTALALLCREDIT_BANKRUPTCY,NUM_TOTALALLCREDIT_BANKRUPTCY,0,,,
NUM_TOTALALLCREDIT_COLLECTIONS,NUM_TOTALALLCREDIT_COLLECTIONS,0,,,
NUM_TOTALALLCREDIT_FORECLOSURE,NUM_TOTALALLCREDIT_FORECLOSURE,0,,,
NUM_TOTALALLCREDIT_NEW,NUM_TOTALALLCREDIT_NEW,0,,,
NUM_TOTALALLCREDIT_SEVEREDEROG,NUM_TOTALALLCREDIT_SEVEREDEROG,0,,,
NXSD,NXSD,0,,,
OABIGTLL,OABIGTLL,0,,,
OACHILD,OACHILD,0,,,
OAGEN,OAGEN,0,,,
OAMEN,OAMEN,0,,,
OANOGEN,OANOGEN,0,,,
OAPETITE,OAPETITE,0,,,
OARTS,OARTS,0,,,
OATEEN,OATEEN,0,,,
OAUTO,OAUTO,0,,,
OAWOMEN,OAWOMEN,0,,,
OBEAUTY,OBEAUTY,0,,,
OBOOKS,OBOOKS,0,,,
OCHILDPR,OCHILDPR,0,,,
OCOLLECT,OCOLLECT,0,,,
OCOMPHMO,OCOMPHMO,0,,,
OCRAFTS,OCRAFTS,0,,,
OELECTNC,OELECTNC,0,,,
OFOOD,OFOOD,0,,,
OFURNITR,OFURNITR,0,,,
OGARDEN,OGARDEN,0,,,
OGEN,OGEN,0,,,
OGIFT,OGIFT,0,,,
OHEALTH,OHEALTH,0,,,
OHMCARE,OHMCARE,0,,,
OHMFURN,OHMFURN,0,,,
OHOLIDAY,OHOLIDAY,0,,,
OHSWARE,OHSWARE,0,,,
OILC,OILC,0,,,
OJEWELRY,OJEWELRY,0,,,
OLINENS,OLINENS,0,,,
OMUSIC,OMUSIC,0,,,
ONLA,ONLA,0,,,
ONOVEL,ONOVEL,0,,,
OOTHER,OOTHER,0,,,
OPA,OPA,0,,,
OPERCARE,OPERCARE,0,,,
OPETS,OPETS,0,,,
OPHOTO,OPHOTO,0,,,
OSPECFD,OSPECFD,0,,,
OSPECGFT,OSPECGFT,0,,,
OSPORTS,OSPORTS,0,,,
OTRAVEL,OTRAVEL,0,,,
OVIDDVD,OVIDDVD,0,,,
PACNE,PACNE,0,,,
PADHDADD,PADHDADD,0,,,
PADHDADM,PADHDADM,0,,,
PALLERG,PALLERG,0,,,
PALLERGY,PALLERGY,0,,,
PALZHMR,PALZHMR,0,,,
PANTIDEP,PANTIDEP,0,,,
PANXIETY,PANXIETY,0,,,
PARTHITS,PARTHITS,0,,,
PARTHRTS,PARTHRTS,0,,,
PARTRSCS,PARTRSCS,0,,,
PASTHMA,PASTHMA,0,,,
PASTHMAM,PASTHMAM,0,,,
PATHFOOT,PATHFOOT,0,,,
PBACKPN,PBACKPN,0,,,
PBED,PBED,0,,,
PBIPMEDS,PBIPMEDS,0,,,
PBIPOLAR,PBIPOLAR,0,,,
PBLADDER,PBLADDER,0,,,
PBLOOD,PBLOOD,0,,,
PBRONCH,PBRONCH,0,,,
PBRSTCAN,PBRSTCAN,0,,,
PCANCER,PCANCER,0,,,
PCARPAL,PCARPAL,0,,,
PCHODIET,PCHODIET,0,,,
PCHOLMED,PCHOLMED,0,,,
PCHRNCPN,PCHRNCPN,0,,,
PCLDSORE,PCLDSORE,0,,,
PCOLITIS,PCOLITIS,0,,,
PCOLON,PCOLON,0,,,
PCONSTIP,PCONSTIP,0,,,
PCOPD,PCOPD,0,,,
PCORRECT,PCORRECT,0,,,
PCROHNS,PCROHNS,0,,,
PDANDRUF,PDANDRUF,0,,,
PDENTURE,PDENTURE,0,,,
PDEPRESS,PDEPRESS,0,,,
PDETROL,PDETROL,0,,,
PDIABETE,PDIABETE,0,,,
PDIADIET,PDIADIET,0,,,
PDIAINSU,PDIAINSU,0,,,
PDIAORAL,PDIAORAL,0,,,
PDIAOTHR,PDIAOTHR,0,,,
PDIATYP1,PDIATYP1,0,,,
PDIATYP2,PDIATYP2,0,,,
PDNT,PDNT,0,,,
PDRY,PDRY,0,,,
PECZEMA,PECZEMA,0,,,
PEMPHYSM,PEMPHYSM,0,,,
PEPIL,PEPIL,0,,,
PFALLERG,PFALLERG,0,,,
PGAS,PGAS,0,,,
PGERDACD,PGERDACD,0,,,
PGINGIVT,PGINGIVT,0,,,
PGLCOPHG,PGLCOPHG,0,,,
PHAIRLSS,PHAIRLSS,0,,,
PHANDICP,PHANDICP,0,,,
PHBPMED,PHBPMED,0,,,
PHEARING,PHEARING,0,,,
PHEARTAT,PHEARTAT,0,,,
PHEARTRX,PHEARTRX,0,,,
PHEM,PHEM,0,,,
PHEMORR,PHEMORR,0,,,
PHGBLPRS,PHGBLPRS,0,,,
PHGCHOLS,PHGCHOLS,0,,,
PHOFFERS,PHOFFERS,0,,,
PHORM,PHORM,0,,,
PHRL,PHRL,0,,,
PHRTACID,PHRTACID,0,,,
PHRTMEDS,PHRTMEDS,0,,,
PIBS,PIBS,0,,,
PILOTS,PILOTS,0,,,
PIMITREX,PIMITREX,0,,,
PIMPOTNC,PIMPOTNC,0,,,
PINSOMNA,PINSOMNA,0,,,
PJPAIN,PJPAIN,0,,,
PKID,PKID,0,,,
PLAC,PLAC,0,,,
PLASERVC,PLASERVC,0,,,
PLIPITOR,PLIPITOR,0,,,
PMENSTRL,PMENSTRL,0,,,
PMIGRHED,PMIGRHED,0,,,
PMONITOR,PMONITOR,0,,,
PMULTSCL,PMULTSCL,0,,,
PNAILFUN,PNAILFUN,0,,,
PNLFUNGS,PNLFUNGS,0,,,
PNSLALRG,PNSLALRG,0,,,
POBESITM,POBESITM,0,,,
POBESITY,POBESITY,0,,,
POEP,POEP,0,,,
POLICYHOLDER_AGE,POLICYHOLDER_AGE,0,,,
PORALINJ,PORALINJ,0,,,
POSTEOA,POSTEOA,0,,,
POSTEOP,POSTEOP,0,,,
POSTMEDS,POSTMEDS,0,,,
PPAIN,PPAIN,0,,,
PPREMARN,PPREMARN,0,,,
PPRESENT,PPRESENT,0,,,
PPRK,PPRK,0,,,
PPROSCAN,PPROSCAN,0,,,
PPROSTAT,PPROSTAT,0,,,
PPSORIAS,PPSORIAS,0,,,
PRCNT_1STMTGCREDIT,PRCNT_1STMTGCREDIT,0,,,
PRCNT_AGENCYFIRSTMTG,PRCNT_AGENCYFIRSTMTG,0,,,
PRCNT_AUTOBANK,PRCNT_AUTOBANK,0,,,
PRCNT_AUTOFINANCE,PRCNT_AUTOFINANCE,0,,,
PRCNT_AUTOLOANMATURATION,PRCNT_AUTOLOANMATURATION,0,,,
PRCNT_BANKCARDCREDIT,PRCNT_BANKCARDCREDIT,0,,,
PRCNT_CONSUMERFINANCE,PRCNT_CONSUMERFINANCE,0,,,
PRCNT_HELOC,PRCNT_HELOC,0,,,
PRCNT_HOMEEQUITYLOANS,PRCNT_HOMEEQUITYLOANS,0,,,
PRCNT_INQUIRIES,PRCNT_INQUIRIES,0,,,
PRCNT_MTGCREDIT,PRCNT_MTGCREDIT,0,,,
PRCNT_NEWAUTOLOAN,PRCNT_NEWAUTOLOAN,0,,,
PRCNT_NEWMTGTRADE,PRCNT_NEWMTGTRADE,0,,,
PRCNT_NONAGNFIRSTMTG,PRCNT_NONAGNFIRSTMTG,0,,,
PRCNT_NONMTGCREDIT,PRCNT_NONMTGCREDIT,0,,,
PRCNT_OTHERNONMTG,PRCNT_OTHERNONMTG,0,,,
PRCNT_RETAILCREDIT,PRCNT_RETAILCREDIT,0,,,
PRCNT_TOTALALLCREDIT,PRCNT_TOTALALLCREDIT,0,,,
PRDM,PRDM,0,,,
PREF_DISC_F,PREF_DISC_F,0,,,
PRESCA,PRESCA,0,,,
PRESHI,PRESHI,0,,,
PRESMI,PRESMI,0,,,
PRESRI,PRESRI,0,,,
PRESSURV,PRESSURV,0,,,
PRESTI,PRESTI,0,,,
PRHEUMTS,PRHEUMTS,0,,,
PRIMARY_INSURED_FLAG,PRIMARY_INSURED_FLAG,0,,,
PRODUCT_PLCY_LIVES,PRODUCT_PLCY_LIVES,0,,,
PSCAR,PSCAR,0,,,
PSINUSIT,PSINUSIT,0,,,
PSIR,PSIR,0,,,
PSKINMED,PSKINMED,0,,,
PSLPMEDS,PSLPMEDS,0,,,
PSNORING,PSNORING,0,,,
PSPINAL,PSPINAL,0,,,
PTRIAL,PTRIAL,0,,,
PULCER,PULCER,0,,,
PVIAGRA,PVIAGRA,0,,,
PVIS,PVIS,0,,,
PVITSUPP,PVITSUPP,0,,,
PWEIGHT,PWEIGHT,0,,,
PWHEELCH,PWHEELCH,0,,,
QHH,QHH,0,,,
QIND,QIND,0,,,
RABIGTLL,RABIGTLL,0,,,
RACHILD,RACHILD,0,,,
RAGEN,RAGEN,0,,,
RAMEN,RAMEN,0,,,
RANOGEN,RANOGEN,0,,,
RAPETITE,RAPETITE,0,,,
RAPLUS,RAPLUS,0,,,
RARTS,RARTS,0,,,
RATEEN,RATEEN,0,,,
RAUTO,RAUTO,0,,,
RAWOMEN,RAWOMEN,0,,,
RBEAUTY,RBEAUTY,0,,,
RBOOKS,RBOOKS,0,,,
RCHILDPR,RCHILDPR,0,,,
RCOLLECT,RCOLLECT,0,,,
RCOMPHMO,RCOMPHMO,0,,,
RCRAFTS,RCRAFTS,0,,,
RDOLLARS,RDOLLARS,0,,,
RELECTNC,RELECTNC,0,,,
RETAIL,RETAIL,0,,,
RFOOD,RFOOD,0,,,
RFURNITR,RFURNITR,0,,,
RGARDEN,RGARDEN,0,,,
RGEN,RGEN,0,,,
RGIFT,RGIFT,0,,,
RHEALTH,RHEALTH,0,,,
RHMCARE,RHMCARE,0,,,
RHMFURN,RHMFURN,0,,,
RHOLIDAY,RHOLIDAY,0,,,
RHSWARE,RHSWARE,0,,,
RJEWELRY,RJEWELRY,0,,,
RLINENS,RLINENS,0,,,
RMUSIC,RMUSIC,0,,,
RNOVEL,RNOVEL,0,,,
RORDERS,RORDERS,0,,,
ROTHER,ROTHER,0,,,
RPERCARE,RPERCARE,0,,,
RPETS,RPETS,0,,,
RPHOTO,RPHOTO,0,,,
RSPECFD,RSPECFD,0,,,
RSPECGFT,RSPECGFT,0,,,
RSPORTS,RSPORTS,0,,,
RSTATION,RSTATION,0,,,
RTRAVEL,RTRAVEL,0,,,
RVIDDVD,RVIDDVD,0,,,
SEV_CARDIO_TRANS,SEV_CARDIO_TRANS,0,,,
SEV_CERV_RAWSCR,SEV_CERV_RAWSCR,0,,,
SEV_CERV_TRANS,SEV_CERV_TRANS,0,,,
SEV_DIAB_TRANS,SEV_DIAB_TRANS,0,,,
SEV_DRUG_RAWSCR,SEV_DRUG_RAWSCR,0,,,
SEV_DRUG_TRANS,SEV_DRUG_TRANS,0,,,
SEV_HERNIA_TRANS,SEV_HERNIA_TRANS,0,,,
SEV_HYPT_RAWSCR,SEV_HYPT_RAWSCR,0,,,
SEV_HYPT_TRANS,SEV_HYPT_TRANS,0,,,
SEV_MENTAL_RAWSCR,SEV_MENTAL_RAWSCR,0,,,
SEV_MENTAL_TRANS,SEV_MENTAL_TRANS,0,,,
SEV_MUSC_RAWSCR,SEV_MUSC_RAWSCR,0,,,
SEV_MUSC_TRANS,SEV_MUSC_TRANS,0,,,
SEV_NF_RAWSCR,SEV_NF_RAWSCR,0,,,
SEV_NF_TRANS,SEV_NF_TRANS,0,,,
SEV_NO_RAWSCR,SEV_NO_RAWSCR,0,,,
SEV_NO_TRANS,SEV_NO_TRANS,0,,,
SEV_NT_RAWSCR,SEV_NT_RAWSCR,0,,,
SEV_NT_TRANS,SEV_NT_TRANS,0,,,
SEV_PREG_RAWSCR,SEV_PREG_RAWSCR,0,,,
SEV_PREG_TRANS,SEV_PREG_TRANS,0,,,
SEV_RESP_RAWSCR,SEV_RESP_RAWSCR,0,,,
SEV_RESP_TRANS,SEV_RESP_TRANS,0,,,
SGDI,SGDI,0,,,
SGFA,SGFA,0,,,
SGHL,SGHL,0,,,
SGLL,SGLL,0,,,
SGOE,SGOE,0,,,
SGPA,SGPA,0,,,
SGSE,SGSE,0,,,
SGTC,SGTC,0,,,
SGUP,SGUP,0,,,
SHARED_POLICY,SHARED_POLICY,0,,,
SNOW,SNOW,0,,,
SOHOHH,SOHOHH,0,,,
SOHOIN,SOHOIN,0,,,
SPEA,SPEA,0,,,
SPEC,SPEC,0,,,
SPGD,SPGD,0,,,
SRET,SRET,0,,,
SSON,SSON,0,,,
TINS,TINS,0,,,
TRAD,TRAD,0,,,
TRVL,TRVL,0,,,
TVMA,TVMA,0,,,
U18,U18,0,,,
VAC,VAC,0,,,
VETERAN,VETERAN,0,,,
VFLAG,VFLAG,0,,,
ZAGG_AACD,ZAGG_AACD,0,,,
ZAGG_AADD,ZAGG_AADD,0,,,
ZAGG_AALL,ZAGG_AALL,0,,,
ZAGG_AALZ,ZAGG_AALZ,0,,,
ZAGG_AANG,ZAGG_AANG,0,,,
ZAGG_AANX,ZAGG_AANX,0,,,
ZAGG_AASM,ZAGG_AASM,0,,,
ZAGG_AASN,ZAGG_AASN,0,,,
ZAGG_AAST,ZAGG_AAST,0,,,
ZAGG_ABBA,ZAGG_ABBA,0,,,
ZAGG_ABBL,ZAGG_ABBL,0,,,
ZAGG_ABCE,ZAGG_ABCE,0,,,
ZAGG_ABED,ZAGG_ABED,0,,,
ZAGG_ABLD,ZAGG_ABLD,0,,,
ZAGG_ABRC,ZAGG_ABRC,0,,,
ZAGG_ABRT,ZAGG_ABRT,0,,,
ZAGG_ACDE,ZAGG_ACDE,0,,,
ZAGG_ACFS,ZAGG_ACFS,0,,,
ZAGG_ACGH,ZAGG_ACGH,0,,,
ZAGG_ACLD,ZAGG_ACLD,0,,,
ZAGG_ACNK,ZAGG_ACNK,0,,,
ZAGG_ACNS,ZAGG_ACNS,0,,,
ZAGG_ACPM,ZAGG_ACPM,0,,,
ZAGG_ACRN,ZAGG_ACRN,0,,,
ZAGG_ADAN,ZAGG_ADAN,0,,,
ZAGG_ADBT,ZAGG_ADBT,0,,,
ZAGG_ADDE,ZAGG_ADDE,0,,,
ZAGG_ADEN,ZAGG_ADEN,0,,,
ZAGG_ADEP,ZAGG_ADEP,0,,,
ZAGG_ADGS,ZAGG_ADGS,0,,,
ZAGG_ADIS,ZAGG_ADIS,0,,,
ZAGG_ADNT,ZAGG_ADNT,0,,,
ZAGG_ADOM,ZAGG_ADOM,0,,,
ZAGG_ADOT,ZAGG_ADOT,0,,,
ZAGG_ADRY,ZAGG_ADRY,0,,,
ZAGG_ADT1,ZAGG_ADT1,0,,,
ZAGG_ADT2,ZAGG_ADT2,0,,,
ZAGG_ADTU,ZAGG_ADTU,0,,,
ZAGG_ADUM,ZAGG_ADUM,0,,,
ZAGG_AECZ,ZAGG_AECZ,0,,,
ZAGG_AERC,ZAGG_AERC,0,,,
ZAGG_AFOD,ZAGG_AFOD,0,,,
ZAGG_AFTA,ZAGG_AFTA,0,,,
ZAGG_AGAS,ZAGG_AGAS,0,,,
ZAGG_AGAST,ZAGG_AGAST,0,,,
ZAGG_AGBLOOD,ZAGG_AGBLOOD,0,,,
ZAGG_AGCANCER,ZAGG_AGCANCER,0,,,
ZAGG_AGDIAB,ZAGG_AGDIAB,0,,,
ZAGG_AGDIG,ZAGG_AGDIG,0,,,
ZAGG_AGFEM,ZAGG_AGFEM,0,,,
ZAGG_AGHEART,ZAGG_AGHEART,0,,,
ZAGG_AGMALE,ZAGG_AGMALE,0,,,
ZAGG_AGMOUTH,ZAGG_AGMOUTH,0,,,
ZAGG_AGNOSE,ZAGG_AGNOSE,0,,,
ZAGG_AGPAIN,ZAGG_AGPAIN,0,,,
ZAGG_AGPROG,ZAGG_AGPROG,0,,,
ZAGG_AGPSYCO,ZAGG_AGPSYCO,0,,,
ZAGG_AGRD,ZAGG_AGRD,0,,,
ZAGG_AGRESP,ZAGG_AGRESP,0,,,
ZAGG_AGSKIN,ZAGG_AGSKIN,0,,,
ZAGG_AGURINAR,ZAGG_AGURINAR,0,,,
ZAGG_AGVSN,ZAGG_AGVSN,0,,,
ZAGG_AGWEIGHT,ZAGG_AGWEIGHT,0,,,
ZAGG_AHAR,ZAGG_AHAR,0,,,
ZAGG_AHCH,ZAGG_AHCH,0,,,
ZAGG_AHED,ZAGG_AHED,0,,,
ZAGG_AHEM,ZAGG_AHEM,0,,,
ZAGG_AHRA,ZAGG_AHRA,0,,,
ZAGG_AHRL,ZAGG_AHRL,0,,,
ZAGG_AHRT,ZAGG_AHRT,0,,,
ZAGG_AIBS,ZAGG_AIBS,0,,,
ZAGG_AILM,ZAGG_AILM,0,,,
ZAGG_AILMENT,ZAGG_AILMENT,0,,,
ZAGG_AINS,ZAGG_AINS,0,,,
ZAGG_AIRR,ZAGG_AIRR,0,,,
ZAGG_AKID,ZAGG_AKID,0,,,
ZAGG_ALAC,ZAGG_ALAC,0,,,
ZAGG_ALNG,ZAGG_ALNG,0,,,
ZAGG_AMEN,ZAGG_AMEN,0,,,
ZAGG_AMGR,ZAGG_AMGR,0,,,
ZAGG_AMLS,ZAGG_AMLS,0,,,
ZAGG_ANOS,ZAGG_ANOS,0,,,
ZAGG_AOSA,ZAGG_AOSA,0,,,
ZAGG_AOST,ZAGG_AOST,0,,,
ZAGG_APAN,ZAGG_APAN,0,,,
ZAGG_APAR,ZAGG_APAR,0,,,
ZAGG_APRK,ZAGG_APRK,0,,,
ZAGG_APT_A,ZAGG_APT_A,0,,,
ZAGG_APT_B,ZAGG_APT_B,0,,,
ZAGG_APT_C,ZAGG_APT_C,0,,,
ZAGG_APT_M,ZAGG_APT_M,0,,,
ZAGG_APT_P,ZAGG_APT_P,0,,,
ZAGG_APT_S,ZAGG_APT_S,0,,,
ZAGG_APT_W,ZAGG_APT_W,0,,,
ZAGG_ARES,ZAGG_ARES,0,,,
ZAGG_ARHM,ZAGG_ARHM,0,,,
ZAGG_ASIR,ZAGG_ASIR,0,,,
ZAGG_ASKN,ZAGG_ASKN,0,,,
ZAGG_ASNR,ZAGG_ASNR,0,,,
ZAGG_ASTK,ZAGG_ASTK,0,,,
ZAGG_ATNF,ZAGG_ATNF,0,,,
ZAGG_ATTH,ZAGG_ATTH,0,,,
ZAGG_AVIS,ZAGG_AVIS,0,,,
ZAGG_AWGH,ZAGG_AWGH,0,,,
ZAGG_BANK,ZAGG_BANK,0,,,
ZAGG_BAVGDOLL,ZAGG_BAVGDOLL,0,,,
ZAGG_BAVGOFDL,ZAGG_BAVGOFDL,0,,,
ZAGG_BAVGONDL,ZAGG_BAVGONDL,0,,,
ZAGG_BC_M,ZAGG_BC_M,0,,,
ZAGG_BC_Y,ZAGG_BC_Y,0,,,
ZAGG_BNKI,ZAGG_BNKI,0,,,
ZAGG_BOAT,ZAGG_BOAT,0,,,
ZAGG_BOFDOLLR,ZAGG_BOFDOLLR,0,,,
ZAGG_BOFORDER,ZAGG_BOFORDER,0,,,
ZAGG_BONDOLLR,ZAGG_BONDOLLR,0,,,
ZAGG_BONORDER,ZAGG_BONORDER,0,,,
ZAGG_BPCREDIT,ZAGG_BPCREDIT,0,,,
ZAGG_BPDISCVR,ZAGG_BPDISCVR,0,,,
ZAGG_BPHOUSE,ZAGG_BPHOUSE,0,,,
ZAGG_BPMASTER,ZAGG_BPMASTER,0,,,
ZAGG_BPRETAIL,ZAGG_BPRETAIL,0,,,
